occupation,total_climbers,disabled_climbers,successful_climbs,solo_climbers,claimed_success,disputed_climbs
Writer and photojournalist,1,0,0,0,0,0
Writer and field producer,1,0,0,0,0,0
Writer and climber,1,0,1,0,0,0
Writer about climbing,1,0,1,0,0,0
"Writer (novels, mountaineering articles, etc.)",1,0,0,0,0,0
Writer (mountaineering) & alpinist,1,0,1,1,0,0
Writer (about mountaineering),1,0,0,0,0,0
Writer (about his mountaineering experiences),1,0,0,0,0,0
Writer & stone mason,1,0,0,0,0,0
Writer & speaker,1,0,1,0,0,0
Writer & part-time employee of Austrian Alpine Club,1,0,0,0,0,0
Writer & motivational speaker,1,0,1,0,0,0
Writer & film-maker,1,0,1,0,0,0
Writer & executive in state-owned enterprise,1,0,1,0,0,0
Writer & editor,1,0,0,0,0,0
Writer & designer,1,0,0,0,1,0
Writer & commercial property owner,1,0,0,0,0,0
Writer & businessman,1,0,0,0,0,0
Writer & alpine guide,1,0,0,0,0,0
"Writer & Vice-Director of Dept of Physical Culture, Han Cook I1",1,0,0,0,0,0
World Bank staff member,1,0,0,0,0,0
World & Olympic skiing champion,1,0,0,0,0,0
Workshop foreman for mining company,1,0,1,0,0,0
Works with disabled people,1,0,0,0,0,0
Works with Audi (office),1,0,0,0,0,0
Works on tall buildings,1,0,1,0,0,0
Works on ski slopes,1,0,0,0,0,0
Works on outside of tall buildings,1,0,0,0,0,0
"Works on interiors of homes laying floors, plastering walls",1,0,1,0,0,0
Works in woodworking factory,1,0,0,0,0,0
Works in trekking business,1,0,0,0,0,0
Works in transportation dept,1,0,1,0,0,0
"Works in transport section, government sugar company",1,0,0,0,0,0
Works in trade dept of Taihan Electric Wire Co.,1,0,0,0,0,0
Works in trade dept of Seoksan Overseas Trading Co.,1,0,0,0,0,0
Works in the office of a sports shop,1,0,0,0,0,0
"Works in the office of Chori Co., exporter",1,0,0,0,0,0
Works in the lumber yard of Marudai Lumber Company,1,0,0,0,0,0
Works in the ironworks,1,0,0,0,0,0
Works in the administration of a construction firm,1,0,0,0,0,0
Works in the Yokosuka city office (office of the municipality),1,0,0,0,0,0
Works in textile control dept. of Sunkyong Co.,1,0,0,0,0,0
Works in taxi company office,1,0,0,0,0,0
Works in sales department of liquor company,1,0,1,0,0,0
Works in railway office,1,0,0,0,0,0
Works in outdoor equipment shop,1,0,0,0,0,0
Works in office of steel company,1,0,0,0,0,0
Works in office of Fujisawa city (municipality office),1,0,0,0,0,0
Works in mountain lodge as jack of all trades,1,0,0,0,0,0
Works in mountain hut on mountain Ishizuchi,1,0,1,0,0,0
Works in mountain gear shop,1,0,0,0,0,0
Works in motor-cycle equipment manufacturing company,1,0,0,0,0,0
Works in local govt town planning dept,1,0,0,0,0,0
Works in large factory producing climbing boots,1,0,0,0,0,0
Works in insurance company office,1,0,0,0,0,0
Works in his family's Co. which produces parts for medical equipment,1,0,1,0,0,0
Works in garments dept,1,0,0,0,0,0
Works in financial industry,1,0,0,0,0,0
Works in father's plastic factory,1,0,0,0,0,0
Works in family-owned hostel,1,0,1,0,0,0
Works in family's shipping company,1,0,0,0,0,0
Works in family's construction,1,0,1,0,0,0
"Works in drug (medicine) manufacturing company, in sales",1,0,0,0,0,0
Works in computer manufacturing company as an engineer,1,0,0,0,0,0
Works in computer company (Honeywell),1,0,0,0,0,0
Works in compliance office of financial services company,1,0,0,0,0,0
Works in company manufacturing equipment to protect the environment,1,0,0,0,0,0
Works in city's gymnasium,1,0,1,0,0,0
Works in city planning section of city government,1,0,0,0,0,0
Works in city government's water service,1,0,0,0,0,0
Works in attorney's office,1,0,0,0,0,0
Works in administration of television station in Yokohama,1,0,0,0,0,0
Works in accounts section of the Japanese cigarette monopoly,1,0,0,0,0,0
Works in accounts dept,1,0,1,0,0,0
Works in a newspaper office,1,0,0,0,0,0
Works in a mountain hut,1,0,1,0,0,0
Works in a law office,1,0,1,0,0,0
Works in a factory,1,0,0,0,0,0
Works in a construction company,1,0,0,0,0,0
Works in a Tokyo plastics stamping company,1,0,0,0,0,0
Works in Uriarte's trekking company leading treks overseas,1,0,1,0,0,0
Works in Kitami municipality's city planning section,1,0,0,0,0,0
Works in IT,1,0,0,0,0,0
"Works for travel agency, AJU Tourist Co.",1,0,0,0,0,0
Works for rescue service,1,0,1,0,0,0
Works for pharmaceutical company,1,0,1,0,0,0
Works for outdoor equipment manufacturing company,1,0,0,0,0,0
Works for mountain guiding business,1,0,0,0,0,0
"Works for landscape gardening business, sometimes in office",1,0,1,0,0,0
Works for landscape gardening business,1,0,1,0,0,0
Works for agency arranging pensions,1,0,0,0,0,0
Works for NGO,1,0,1,0,0,0
Works for Kukdong Construction  Co.,1,0,0,0,0,0
Works for Korean state cigarette monopoly,1,0,1,0,0,0
Works for Korean Red Cross Society,1,0,0,0,0,0
Works for Korean Fire Insurance Cooperation,1,0,0,0,0,0
Works for Korean Engineering Consultant Cooperation,1,0,0,0,0,0
Works for Kangwonde Board of Education,1,0,0,0,0,0
Works for Hokkaido prefecture as agricultural expert,1,0,1,0,0,0
Works for Australian Customs,1,0,0,0,0,0
"Works at various odd jobs (at mountain hut, in laboratory, etc.)",1,0,0,0,0,0
Works at various jobs to finance climbing,1,0,0,0,0,0
Works at odd jobs,1,0,1,0,0,0
Works as teaching & guiding climbing in British Colombia,1,0,1,0,0,0
Works as shop salesman and in other kinds of businesses,1,0,0,0,0,0
Works as procurement engineer in an automation company,1,0,0,0,0,0
Workman; alpine instructor,1,0,0,0,0,0
Working staff,1,0,0,0,0,0
Working in a cheese and Yogurt factory,1,0,0,0,0,0
Working in Kinki Fukken Co.,1,0,0,0,0,0
"Worker, women's clothing shop",1,0,0,0,0,0
"Worker, travel and construction field",1,0,0,0,0,0
"Worker, trade",1,0,0,0,0,0
"Worker, restaurant",1,0,0,0,0,0
"Worker, pharmaceutical factory",1,0,0,0,0,0
"Worker, office of high school (secondary school)",1,0,0,0,0,0
"Worker, office",1,0,0,0,0,0
"Worker, noodle shop",1,0,0,0,0,0
"Worker, metal furniture factory",1,0,0,0,0,0
"Worker, lumber mill",1,0,0,0,0,0
"Worker, ice-cream factory",1,0,0,0,0,0
"Worker, hospital",1,0,0,0,0,0
"Worker, government office (Korean new village movement)",1,0,0,0,0,0
"Worker, food factory",1,0,0,0,0,0
"Worker, factory office",1,0,0,0,0,0
"Worker, factory making plumbing & heating equipment",1,0,0,0,0,0
"Worker, electrical",1,0,0,0,0,0
"Worker, clothing factory",1,0,0,0,0,0
"Worker, climbing clothing factory",1,0,0,0,0,0
"Worker, chemical factory",1,0,1,0,0,0
"Worker, car factory",1,0,0,0,0,0
"Worker, bus factory",1,0,0,0,0,0
"Worker, botany lab (University of Zagreb)",1,0,0,0,0,0
"Worker, Korean Airline Office",1,0,0,0,0,0
Worker on tall structures,1,0,1,0,0,0
Worker on tall buildings (washing windows),1,0,1,0,0,0
Worker on tall buildings (washing and painting),1,0,1,0,0,0
Worker on tall buildings (cleans),1,0,0,0,0,0
Worker on ski slopes,1,0,0,0,0,0
Worker on rock walls (retaining walls),1,0,0,0,0,0
Worker on rock faces of highways,1,0,0,0,0,0
Worker on eel farm,1,0,0,0,0,0
Worker on Greenpeace boats,1,0,0,0,0,0
Worker maintenance of machinery,1,0,0,0,0,0
Worker in tire manufacturing company,1,0,0,0,0,0
Worker in textile factory,1,0,0,0,0,0
Worker in stone quarry,1,0,0,0,0,0
Worker in railway office,1,0,0,0,0,0
Worker in metal-working factory,1,0,0,0,0,0
Worker in leaders building construction & maintenance Co.,1,0,0,0,0,0
"Worker in laundry, Bunka High Cleaner",1,0,0,0,0,0
Worker in large factory,1,0,0,0,0,0
Worker in factory producing aluminium wheels,1,0,0,0,0,0
Worker in engineering works,1,0,0,0,0,0
Worker in chocolate factory,1,0,0,0,0,0
Worker in chemical factory,1,0,0,0,0,0
Worker in car parts factory,1,0,0,0,0,0
Worker in building repairing and painting company,1,0,0,0,0,0
Worker in an iron work,1,0,0,0,0,0
Worker in a car factory,1,0,1,0,0,0
Worker in Pecovnik's construction company,1,0,0,0,0,0
Worker for bottled drinks supplier,1,0,0,0,0,0
Worker (compresses sawdust into bricks),1,0,1,0,0,0
Worker & alpinist,1,0,0,0,0,0
Work organizer,1,0,0,0,0,0
Woodworker (makes window frames by hand),1,0,0,0,0,0
Woodworker & designer,1,0,1,0,0,0
Woodworker & alpine guide,1,0,0,0,0,0
Wooden furniture maker by hand carving,1,0,1,0,0,0
Wooden Furniture craftsmen,1,0,0,0,0,0
Woodcarving painter,1,0,0,0,0,0
Wood trader,1,0,0,0,0,0
Wood sculptor,1,0,0,0,0,0
Wood engineer,1,0,0,0,0,0
Women's health counsellor,1,0,0,0,0,0
Woker in mining equipment factory,1,0,0,0,0,0
Wingsuit pilot,1,0,0,0,0,0
Winemaker,1,0,0,0,0,0
Wine tastier,1,0,0,0,0,0
Wine shop owner,1,0,0,0,0,0
Wine shop manager,1,0,0,0,0,0
Wine import business owner,1,0,1,0,0,0
Window washer & alpinist,1,0,0,0,0,0
Window furnishings manufacturer and installer,1,0,1,0,0,0
Window dresser in shop,1,0,0,0,0,0
Window dresser,1,0,0,0,0,0
Window cleaner of tall buildings,1,0,1,0,0,0
"Window cleaner construction worker, etc.",1,0,0,0,0,0
Window and door-maker,1,0,0,0,0,0
Wind surfing and sailing instructor,1,0,0,0,0,0
Wind Energy Engineer,1,0,1,0,0,0
"Will be graduate student in glaciology, Colorado University",1,0,0,0,0,0
Wildlife film-maker,1,0,1,0,0,0
Wilderness ranger,1,0,0,0,0,0
Wilderness medicine instructor,1,0,0,0,0,0
Wilderness medicine educator,1,0,1,0,0,0
Wilderness guide & youth counselor,1,0,0,0,0,0
Wilderness guide & ski patrolman,1,0,1,0,0,0
Wilderness & alpine guide,1,0,0,0,0,0
Wholesaler of shoes,1,0,1,0,0,0
Wholesaler of outdoor equipment,1,0,0,0,0,0
Wholesaler of food and wines,1,0,0,0,0,0
Wholesaler and retailer of sports goods,1,0,1,0,0,0
Wholesaler,1,0,0,0,0,0
Wholesale wine salesman,1,0,1,0,0,0
Wholesale shoe salesman,1,0,0,0,0,0
Wholesale salesman of nuts and bolts,1,0,0,0,0,0
Wholesale salesman of ceramic art objects,1,0,0,0,0,0
Wholesale saleman of mountaineering equipment,1,0,0,0,0,0
Wholesale merchant,1,0,0,0,0,0
Wholesale fruit merchant,1,0,0,0,0,0
Wholesale distributor of picture frames,1,0,0,0,0,0
Wholesale distributor,1,0,0,0,0,0
Wholesale company manager,1,0,0,0,0,0
Wholesale company employee,1,0,0,0,0,0
Wholesale clothing salesman,1,0,0,0,0,0
Whitewater outfitter,1,0,0,0,0,0
Welding technician,1,0,1,0,0,0
Welding supervisor,1,0,0,0,0,0
Welding robot operator in auto factory,1,0,0,0,0,0
Welding machine designer,1,0,1,0,0,0
Welding instructor,1,0,0,0,0,0
"Welder, mechanic",1,0,0,0,0,0
Weekly news magazine editor,1,0,0,0,0,0
Website designer,1,0,1,0,0,0
Website computing professional,1,0,0,0,0,0
Web-design consultant,1,0,0,0,0,0
Web site designer,1,0,0,0,0,0
Web producer,1,0,0,0,0,0
Web master for mountain equipment company,1,0,1,0,0,0
Web entrepreneur,1,0,1,0,0,0
Web editor,1,0,0,0,0,0
Web developer & photographer,1,0,0,0,0,0
Web designer and alpine guide,1,0,1,0,0,0
Web design consultant,1,0,1,0,0,0
Web consultant,1,0,0,0,0,0
Weaver,1,0,1,0,0,0
Weather forecaster,1,0,1,0,0,0
Weapons designer in Australian Defense Force,1,0,0,0,0,0
Water-works engineer,1,0,0,0,0,0
Water-treating equipment buyer,1,0,1,0,0,0
Water turbine technician,1,0,1,0,0,0
Water treatment engineer,1,0,0,0,0,0
Water transport engineer,1,0,0,0,0,0
Water supply engineer,1,0,0,0,0,0
Water engineer,1,0,0,0,0,0
Water disposal company director,1,0,1,0,0,0
Water dispenser salesman,1,0,0,0,0,0
Water color sergeant,1,0,0,0,0,0
Water analyst,1,0,0,0,0,0
Watchman,1,0,0,0,0,0
Waste management expert,1,0,0,0,0,0
Waste management,1,0,0,0,0,0
Was office worker for Caravan Sports Co.,1,0,0,0,0,0
Was Toyota car salesman until he left job to come on expedition,1,0,0,0,0,0
Warranty manager,1,0,1,0,0,0
"Warrant officer, instructor of climbing at School of Physical",1,0,0,0,0,0
"Warrant officer, Nepal Army",1,0,1,0,0,0
"Warrant officer, Army Physical Training Corps",1,0,0,0,0,0
Warrant officer in army's Special Forces,1,0,0,0,0,0
Warehouse worker/packer,1,0,0,0,0,0
Warehouse worker for courier service,1,0,1,0,0,0
Warehouse storeman,1,0,0,0,0,0
Warehouse manager for a computer business,1,0,0,0,0,0
Warehouse laborer,1,0,1,0,0,0
"Warden, national park",1,0,0,0,0,0
Warden of mountain hut,1,0,0,0,0,0
Waiter in a casino,1,0,0,0,0,0
Waiter and photographer,1,0,0,0,0,0
Volunteer in prisoners' reintegration organization,1,0,0,0,0,0
Volunteer in a disease treatment organization,1,0,0,0,0,0
Volkswagen employee & bar/restaurant owner,1,0,1,0,0,0
Vodafone project manager,1,0,1,0,0,0
Vocational teacher of adults,1,0,0,0,0,0
Visual merchandiser,1,0,0,0,0,0
Visual artist,1,0,1,0,0,0
Visitor information specialist,1,0,1,0,0,0
Visitor center staff member,1,0,0,0,0,0
Virologist with govt inspection agency,1,0,0,0,0,0
Violonist & alpine guide,1,0,0,0,0,0
Violinist in symphony orchestra,1,0,0,0,0,0
Vintner (wine producer),1,0,0,0,0,0
Vineyard owner,1,0,0,0,0,0
Village mayor?,1,0,0,0,0,0
Village government employee,1,0,1,0,0,0
Village gov't staff member,1,0,0,0,0,0
Video shop owner,1,0,1,0,0,0
Video game designer,1,0,1,0,0,0
Video documentaries script writer,1,0,0,0,0,0
Video artist,1,0,0,0,0,0
Vice-principal & chief climbing instructor of HMI,1,0,0,0,0,0
Vice-president of Korean Alpine Federation,1,0,0,0,0,0
"Vice president, Hosoi Co., camera parts & lense manufacturers",1,0,0,0,0,0
Vice president of real estate & house construction company,1,0,0,0,0,0
Vice president of nursery company,1,0,0,0,0,0
Vice president of motion picture company,1,0,0,0,0,0
Vice president of metal finishing company,1,0,0,0,0,0
Vice president of investment banking firm,1,0,0,0,0,0
Vice president of insurance company,1,0,0,0,0,0
Vice president of heating oil sales company,1,0,0,0,0,0
Vice president of genetics engineering firm,1,0,0,0,0,0
Vice president of financial company,1,0,1,0,0,0
Vice president of Fujiya Cosmetics,1,0,0,0,0,0
Vice president of Federation of Mountain Climbers of Uzbekistan,1,0,0,0,0,0
Vice president Oka Bosai Co.,1,0,0,0,0,0
"Vice leader, Tibetan mountaineering team",1,0,1,0,0,0
Vice chairman (Bulgarian Federation of Alpinism),1,0,0,0,0,0
"Vice President of the operations department, Danone",1,0,0,0,0,0
Veterinary technician,1,0,0,0,0,0
Veterinary surgeon (retired),1,0,1,0,0,0
Veterinary pathologist,1,0,0,0,0,0
Veterinary inspector,1,0,0,0,0,0
"Veterinarian, College of Veterinary Medicine,Washington State Univ",1,0,0,0,0,0
Veterinarian's assistant,1,0,0,0,0,0
Veterinarian pilot,1,0,0,0,0,0
Veterinarian and research virologist,1,0,0,0,0,0
Veterinarian & manager of construction company,1,0,1,0,0,0
"Verossaz, Valais, Switzerland",1,0,0,0,0,0
Venture consultant,1,0,0,0,0,0
Ventilation system operator,1,0,0,0,0,0
Vehicle mechanic,1,0,0,0,0,0
Vehicle builder,1,0,1,0,0,0
Vascular surgeon,1,0,1,0,0,0
VP of dry cleaning shop in Tokyo,1,0,1,0,0,0
VP of National Bank,1,0,1,0,0,0
VP Sales for Fidelity Investments,1,0,1,0,0,0
VP Finance,1,0,0,0,0,0
V Doctor,1,0,0,0,0,0
Utah State University physical education professor,1,0,1,0,0,0
Used cars exporter,1,0,0,0,0,0
Used car salesman,1,0,1,0,0,0
Urban planning engineer,1,0,1,0,0,0
Urban planning consultant,1,0,0,0,0,0
"Urban planner (civilian, not in army)",1,0,1,0,0,0
Urban firefighter,1,0,0,0,0,0
Upholsterer & decorator,1,0,0,0,0,0
Unskilled laborer,1,0,1,0,0,0
University technology student,1,0,0,0,0,0
University teacher of zoology,1,0,0,0,0,0
University teacher of sports,1,0,0,0,0,0
University teacher of physiology,1,0,0,0,0,0
University teacher of physical education,1,0,0,0,0,0
"University teacher of history & sports, alpine guide",1,0,1,0,0,0
University teacher of geology,1,0,1,0,0,0
University teacher of environmental engineering,1,0,1,0,0,1
University teacher of electronics,1,0,1,0,0,0
University teacher of biology,1,0,0,0,0,0
University teacher of biochemistry,1,0,0,0,0,0
University teacher of accounting,1,0,0,0,0,0
University teacher (physical education) & alpine guide,1,0,1,0,0,0
University teacher (history),1,0,0,0,0,0
University teacher & project coordinator,1,0,1,0,0,0
University student of zoology,1,0,1,0,0,0
University student of traffic engineering,1,0,1,0,0,0
University student of sociology,1,0,1,0,0,0
University student of social science,1,0,0,0,0,0
University student of resource based tourism,1,0,1,0,0,0
University student of psychology,1,0,0,0,0,0
University student of politics & diplomacy,1,0,1,0,0,0
University student of nutrition,1,0,0,0,0,0
University student of nuclear engineering,1,0,0,0,0,0
University student of naval engineering,1,0,0,0,0,0
University student of mechanics,1,0,0,0,0,0
University student of management,1,0,0,0,0,0
University student of livestock management,1,0,0,0,0,0
University student of journalism,1,0,1,0,0,0
University student of international relations,1,0,0,0,0,0
University student of history,1,0,0,0,0,0
University student of engineering specializing in risk management,1,0,1,0,0,0
University student of engineering,1,0,0,0,0,0
University student of electronics,1,0,0,0,0,0
University student of electrical engineering,1,0,1,0,0,0
University student of education,1,0,0,0,0,0
University student of computer engineering,1,0,0,0,0,0
University student of business administration & economics,1,0,1,0,0,0
University student of biology & oceanography,1,0,0,0,0,0
University student of biology,1,0,0,0,0,0
University student of agriculture,1,0,0,0,0,0
University student of agricultural engineering,1,0,0,0,0,0
University student of Southeast Asian Studies,1,0,0,0,0,0
University student of Japanese literature,1,0,1,0,0,0
University student of Italian language,1,0,0,0,0,0
University student architecture,1,0,0,0,0,0
University student (veterinary medicine),1,0,0,0,0,0
University student (studying information & communication engineering),1,0,1,0,0,0
University student (home construction),1,0,0,0,0,0
University student (geography and sports),1,0,0,0,0,0
University student (electronics engineering),1,0,0,0,0,0
University student (economics),1,0,1,0,0,0
University student & math teacher,1,0,0,0,0,0
University sports student,1,0,0,0,0,0
University researcher in material science & engineering,1,0,1,0,0,0
University researcher,1,0,1,0,0,0
University rector,1,0,0,0,0,0
University psychology professor,1,0,0,0,0,0
University professor specializing in high-altitude medicine,1,0,0,0,0,0
University professor of sport,1,0,0,0,0,0
University professor of public health,1,0,1,0,0,0
University professor of psychology,1,0,0,0,0,0
"University professor of philosophy & religion, deputy director",1,0,1,0,0,0
University professor of philosophy & Basque language,1,0,0,0,0,0
University professor of philosophy,1,0,0,0,0,0
University professor of pharmacy,1,0,1,0,0,0
University professor of medicine,1,0,0,0,0,0
University professor of mathematics,1,0,0,0,0,0
University professor of hydraulic engineering,1,0,0,0,0,0
University professor of history,1,0,0,0,0,0
University professor of geophysics,1,0,0,0,0,0
University professor of geology,1,0,0,0,0,0
University professor of geography,1,0,0,0,0,0
University professor of civil engineering,1,0,0,0,0,0
University professor of chemistry,1,0,0,0,0,0
University professor of business management,1,0,0,0,0,0
University professor of biology,1,0,0,0,0,0
University professor of agriculture,1,0,0,0,0,0
University professor of Malaya language,1,0,0,0,0,0
University professor of Japanese literature,1,0,1,0,0,0
University professor of English literature,1,0,0,0,0,0
